Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,17.683,8994680.000,-88.130
-1.900,17.684,8995690.000,-88.129
-1.800,17.689,8996110.000,-88.129
-1.700,17.687,8995900.000,-88.136
-1.600,17.684,8995260.000,-88.116
-1.500,17.688,8994400.000,-88.121
-1.400,17.688,8994000.000,-88.127
-1.300,17.686,8996400.000,-88.121
-1.200,17.683,8994940.000,-88.125
-1.100,17.686,8996560.000,-88.123
-1.000,17.687,8995030.000,-88.118
-0.900,17.681,8995560.000,-88.130
-0.800,17.683,8995970.000,-88.112
-0.700,17.685,8997080.000,-88.114
-0.600,17.685,8998740.000,-88.130
-0.500,17.680,8995830.000,-88.120
-0.400,17.685,8996650.000,-88.120
-0.300,17.685,8996220.000,-88.114
-0.200,17.682,8996420.000,-88.110
-0.100,17.682,8996400.000,-88.124
0.000,17.683,8998190.000,-88.136
0.100,17.686,8995410.000,-88.123
0.200,17.681,8995840.000,-88.139
0.300,17.680,8997580.000,-88.136
0.400,17.684,8996060.000,-88.118
0.500,17.685,8996570.000,-88.129
0.600,17.685,8996820.000,-88.132
0.700,17.687,8995670.000,-88.128
0.800,17.686,8994950.000,-88.133
0.900,17.681,8995950.000,-88.119
1.000,17.685,8997660.000,-88.130
1.100,17.685,8997780.000,-88.127
1.200,17.686,8992770.000,-88.124
1.300,17.685,8995450.000,-88.137
1.400,17.681,8997240.000,-88.124
1.500,17.686,8995470.000,-88.114
1.600,17.684,8994960.000,-88.118
1.700,17.680,8994110.000,-88.119
1.800,17.686,8993850.000,-88.113
1.900,17.684,8997420.000,-88.126
2.000,17.681,8997120.000,-88.124
2.100,17.679,8997780.000,-88.128
2.200,17.681,8998550.000,-88.119
2.300,17.682,8996010.000,-88.114
2.400,17.690,8996900.000,-88.130
2.500,17.683,8996240.000,-88.126
2.600,17.684,8999270.000,-88.122
2.700,17.685,8997500.000,-88.119
2.800,17.684,8996670.000,-88.125
2.900,17.682,8994880.000,-88.121
3.000,17.687,8996360.000,-88.129
#,#,#,#
