Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,16.417,9691680.000,-88.377
-1.900,16.414,9696070.000,-88.372
-1.800,16.414,9691770.000,-88.374
-1.700,16.414,9693130.000,-88.383
-1.600,16.413,9691640.000,-88.373
-1.500,16.413,9692710.000,-88.389
-1.400,16.417,9693980.000,-88.367
-1.300,16.414,9693330.000,-88.388
-1.200,16.412,9692300.000,-88.382
-1.100,16.417,9693780.000,-88.374
-1.000,16.415,9692030.000,-88.370
-0.900,16.412,9691390.000,-88.387
-0.800,16.414,9691630.000,-88.390
-0.700,16.415,9691940.000,-88.373
-0.600,16.415,9693350.000,-88.373
-0.500,16.417,9693000.000,-88.378
-0.400,16.416,9694110.000,-88.371
-0.300,16.415,9691450.000,-88.362
-0.200,16.417,9692150.000,-88.371
-0.100,16.414,9693560.000,-88.382
0.000,16.418,9693790.000,-88.367
0.100,16.414,9692710.000,-88.360
0.200,16.417,9691550.000,-88.371
0.300,16.416,9694690.000,-88.374
0.400,16.417,9694080.000,-88.382
0.500,16.413,9693830.000,-88.383
0.600,16.414,9693040.000,-88.373
0.700,16.411,9693620.000,-88.379
0.800,16.414,9694090.000,-88.378
0.900,16.413,9692210.000,-88.367
1.000,16.411,9690840.000,-88.368
1.100,16.413,9692910.000,-88.374
1.200,16.411,9690750.000,-88.365
1.300,16.409,9693350.000,-88.381
1.400,16.413,9691290.000,-88.351
1.500,16.411,9691100.000,-88.369
1.600,16.411,9692200.000,-88.378
1.700,16.415,9691790.000,-88.368
1.800,16.416,9693910.000,-88.374
1.900,16.417,9694140.000,-88.376
2.000,16.414,9693900.000,-88.376
2.100,16.415,9692670.000,-88.371
2.200,16.416,9694050.000,-88.373
2.300,16.416,9693630.000,-88.387
2.400,16.411,9693840.000,-88.380
2.500,16.418,9694670.000,-88.385
2.600,16.418,9693380.000,-88.377
2.700,16.417,9694780.000,-88.365
2.800,16.417,9693040.000,-88.374
2.900,16.417,9691810.000,-88.389
3.000,16.415,9691950.000,-88.386
#,#,#,#
