Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,18.003,13480.300,-0.088
-1.900,18.099,13480.500,-0.088
-1.800,18.039,13480.900,-0.087
-1.700,17.861,13480.700,-0.088
-1.600,17.945,13480.800,-0.087
-1.500,18.101,13480.800,-0.087
-1.400,18.088,13481.500,-0.087
-1.300,17.913,13481.100,-0.087
-1.200,18.023,13481.700,-0.088
-1.100,18.019,13481.600,-0.088
-1.000,17.957,13480.400,-0.088
-0.900,18.082,13480.700,-0.088
-0.800,18.157,13480.200,-0.086
-0.700,17.858,13480.300,-0.086
-0.600,18.090,13481.300,-0.087
-0.500,18.115,13482.600,-0.087
-0.400,18.147,13484.800,-0.087
-0.300,18.048,13486.000,-0.086
-0.200,17.815,13484.900,-0.087
-0.100,17.847,13484.200,-0.087
0.000,17.963,13484.300,-0.087
0.100,17.922,13485.800,-0.086
0.200,17.811,13486.300,-0.088
0.300,18.056,13485.600,-0.088
0.400,18.104,13484.700,-0.088
0.500,17.822,13484.300,-0.088
0.600,17.848,13484.300,-0.088
0.700,18.117,13483.900,-0.088
0.800,18.046,13484.100,-0.087
0.900,18.068,13485.000,-0.086
1.000,18.180,13484.700,-0.087
1.100,18.216,13484.500,-0.087
1.200,18.067,13484.300,-0.086
1.300,18.004,13483.900,-0.088
1.400,17.797,13484.600,-0.087
1.500,18.013,13485.200,-0.087
1.600,17.906,13484.300,-0.087
1.700,17.975,13484.400,-0.088
1.800,18.137,13486.800,-0.088
1.900,17.992,13486.300,-0.088
2.000,17.842,13485.300,-0.088
2.100,17.921,13484.600,-0.088
2.200,18.162,13484.900,-0.087
2.300,17.999,13484.800,-0.086
2.400,18.143,13484.400,-0.086
2.500,18.060,13485.200,-0.087
2.600,18.099,13484.800,-0.087
2.700,17.940,13483.600,-0.087
2.800,17.780,13484.400,-0.088
2.900,17.913,13483.900,-0.087
3.000,18.008,13484.400,-0.087
#,#,#,#
