Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,16.249,184237.000,-1.077
-1.900,16.249,184229.000,-1.077
-1.800,16.234,184227.000,-1.077
-1.700,16.236,184203.000,-1.077
-1.600,16.243,184217.000,-1.077
-1.500,16.241,184207.000,-1.078
-1.400,16.240,184223.000,-1.077
-1.300,16.238,184225.000,-1.077
-1.200,16.251,184235.000,-1.078
-1.100,16.248,184164.000,-1.077
-1.000,16.247,184204.000,-1.076
-0.900,16.246,184211.000,-1.077
-0.800,16.256,184214.000,-1.077
-0.700,16.243,184201.000,-1.078
-0.600,16.238,184228.000,-1.077
-0.500,16.262,184233.000,-1.078
-0.400,16.262,184235.000,-1.078
-0.300,16.250,184225.000,-1.078
-0.200,16.238,184196.000,-1.077
-0.100,16.231,184203.000,-1.077
0.000,16.239,184193.000,-1.077
0.100,16.236,184176.000,-1.077
0.200,16.242,184178.000,-1.077
0.300,16.257,184183.000,-1.077
0.400,16.255,184180.000,-1.077
0.500,16.234,184180.000,-1.077
0.600,16.242,184194.000,-1.077
0.700,16.255,184182.000,-1.077
0.800,16.240,184223.000,-1.078
0.900,16.253,184200.000,-1.077
1.000,16.259,184190.000,-1.077
1.100,16.252,184197.000,-1.077
1.200,16.236,184214.000,-1.078
1.300,16.242,184216.000,-1.077
1.400,16.239,184208.000,-1.077
1.500,16.235,184194.000,-1.077
1.600,16.237,184212.000,-1.078
1.700,16.247,184176.000,-1.077
1.800,16.259,184204.000,-1.078
1.900,16.244,184186.000,-1.077
2.000,16.243,184204.000,-1.077
2.100,16.246,184202.000,-1.078
2.200,16.251,184198.000,-1.078
2.300,16.238,184223.000,-1.079
2.400,16.238,184206.000,-1.078
2.500,16.246,184199.000,-1.077
2.600,16.244,184201.000,-1.078
2.700,16.236,184200.000,-1.078
2.800,16.236,184195.000,-1.077
2.900,16.241,184187.000,-1.077
3.000,16.231,184186.000,-1.077
#,#,#,#
