Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,16.807,9469020.000,-88.042
-1.900,16.803,9468640.000,-88.042
-1.800,16.803,9468980.000,-88.046
-1.700,16.804,9466820.000,-88.052
-1.600,16.799,9470730.000,-88.051
-1.500,16.802,9469500.000,-88.042
-1.400,16.802,9468410.000,-88.047
-1.300,16.803,9469270.000,-88.044
-1.200,16.799,9469920.000,-88.029
-1.100,16.803,9471390.000,-88.047
-1.000,16.806,9471400.000,-88.043
-0.900,16.798,9471930.000,-88.042
-0.800,16.800,9471380.000,-88.030
-0.700,16.800,9468990.000,-88.034
-0.600,16.799,9470730.000,-88.046
-0.500,16.801,9468790.000,-88.053
-0.400,16.800,9470310.000,-88.037
-0.300,16.800,9470840.000,-88.034
-0.200,16.795,9471430.000,-88.055
-0.100,16.801,9469670.000,-88.046
0.000,16.799,9468630.000,-88.045
0.100,16.801,9469960.000,-88.057
0.200,16.801,9472030.000,-88.052
0.300,16.800,9472650.000,-88.040
0.400,16.799,9470980.000,-88.026
0.500,16.799,9471000.000,-88.034
0.600,16.804,9468070.000,-88.039
0.700,16.801,9469310.000,-88.041
0.800,16.803,9469500.000,-88.043
0.900,16.796,9472650.000,-88.047
1.000,16.806,9471190.000,-88.037
1.100,16.802,9471280.000,-88.040
1.200,16.795,9469150.000,-88.039
1.300,16.802,9472370.000,-88.036
1.400,16.799,9470550.000,-88.046
1.500,16.800,9472130.000,-88.050
1.600,16.801,9472000.000,-88.037
1.700,16.800,9473300.000,-88.039
1.800,16.800,9473720.000,-88.044
1.900,16.804,9471130.000,-88.054
2.000,16.799,9473680.000,-88.051
2.100,16.798,9472720.000,-88.042
2.200,16.798,9474100.000,-88.051
2.300,16.796,9471540.000,-88.053
2.400,16.800,9469160.000,-88.034
2.500,16.798,9472230.000,-88.040
2.600,16.797,9471890.000,-88.046
2.700,16.798,9471730.000,-88.053
2.800,16.797,9473510.000,-88.063
2.900,16.796,9473640.000,-88.048
3.000,16.797,9471930.000,-88.034
#,#,#,#
