Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,16.506,9632940.000,-87.648
-1.900,16.500,9632220.000,-87.632
-1.800,16.500,9632470.000,-87.642
-1.700,16.510,9633280.000,-87.649
-1.600,16.509,9634570.000,-87.649
-1.500,16.505,9634490.000,-87.647
-1.400,16.506,9633400.000,-87.633
-1.300,16.509,9633780.000,-87.640
-1.200,16.509,9635290.000,-87.632
-1.100,16.508,9634910.000,-87.651
-1.000,16.507,9632310.000,-87.655
-0.900,16.503,9632730.000,-87.644
-0.800,16.503,9631620.000,-87.659
-0.700,16.508,9632650.000,-87.645
-0.600,16.510,9634240.000,-87.628
-0.500,16.508,9632480.000,-87.631
-0.400,16.506,9633280.000,-87.644
-0.300,16.508,9632660.000,-87.650
-0.200,16.509,9632840.000,-87.643
-0.100,16.506,9636120.000,-87.644
0.000,16.509,9633580.000,-87.640
0.100,16.509,9633280.000,-87.645
0.200,16.509,9632800.000,-87.625
0.300,16.511,9630490.000,-87.627
0.400,16.507,9633090.000,-87.640
0.500,16.512,9633330.000,-87.647
0.600,16.510,9632960.000,-87.638
0.700,16.511,9635060.000,-87.632
0.800,16.512,9636140.000,-87.642
0.900,16.508,9633330.000,-87.653
1.000,16.508,9634130.000,-87.650
1.100,16.510,9635160.000,-87.637
1.200,16.513,9636830.000,-87.649
1.300,16.509,9635940.000,-87.630
1.400,16.511,9634600.000,-87.647
1.500,16.504,9637140.000,-87.655
1.600,16.506,9636160.000,-87.649
1.700,16.507,9636770.000,-87.656
1.800,16.503,9633250.000,-87.647
1.900,16.510,9634110.000,-87.652
2.000,16.508,9634310.000,-87.645
2.100,16.508,9634150.000,-87.650
2.200,16.508,9631420.000,-87.649
2.300,16.510,9633030.000,-87.643
2.400,16.505,9634350.000,-87.638
2.500,16.510,9634070.000,-87.639
2.600,16.508,9632470.000,-87.639
2.700,16.508,9633710.000,-87.631
2.800,16.511,9634730.000,-87.633
2.900,16.507,9631840.000,-87.651
3.000,16.510,9636330.000,-87.641
#,#,#,#
