Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,17.530,9042840.000,-84.893
-1.900,17.522,9039730.000,-84.876
-1.800,17.522,9040080.000,-84.879
-1.700,17.523,9043370.000,-84.883
-1.600,17.526,9042400.000,-84.902
-1.500,17.530,9044850.000,-84.897
-1.400,17.524,9044490.000,-84.905
-1.300,17.528,9043190.000,-84.895
-1.200,17.530,9041790.000,-84.888
-1.100,17.533,9040770.000,-84.894
-1.000,17.527,9041270.000,-84.903
-0.900,17.520,9042840.000,-84.897
-0.800,17.521,9041780.000,-84.883
-0.700,17.519,9042530.000,-84.905
-0.600,17.522,9044410.000,-84.896
-0.500,17.523,9045180.000,-84.899
-0.400,17.522,9045540.000,-84.911
-0.300,17.524,9044680.000,-84.916
-0.200,17.523,9044280.000,-84.914
-0.100,17.519,9045910.000,-84.904
0.000,17.523,9043850.000,-84.902
0.100,17.524,9040110.000,-84.886
0.200,17.523,9042190.000,-84.895
0.300,17.526,9042390.000,-84.897
0.400,17.519,9045090.000,-84.904
0.500,17.523,9044300.000,-84.896
0.600,17.524,9044170.000,-84.901
0.700,17.520,9044770.000,-84.915
0.800,17.520,9045120.000,-84.905
0.900,17.519,9042840.000,-84.911
1.000,17.518,9045450.000,-84.904
1.100,17.519,9045910.000,-84.893
1.200,17.517,9045530.000,-84.904
1.300,17.517,9046160.000,-84.924
1.400,17.516,9044770.000,-84.914
1.500,17.516,9045280.000,-84.923
1.600,17.516,9046160.000,-84.907
1.700,17.519,9044180.000,-84.913
1.800,17.523,9044320.000,-84.911
1.900,17.521,9044470.000,-84.904
2.000,17.519,9043410.000,-84.907
2.100,17.524,9043640.000,-84.920
2.200,17.520,9044600.000,-84.907
2.300,17.520,9045590.000,-84.908
2.400,17.519,9047630.000,-84.910
2.500,17.527,9043580.000,-84.902
2.600,17.523,9045230.000,-84.898
2.700,17.525,9044780.000,-84.903
2.800,17.525,9043180.000,-84.900
2.900,17.519,9045020.000,-84.918
3.000,17.527,9045790.000,-84.903
#,#,#,#
