Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.970,9962070.000,-88.317
1200.000,15.729,8432230.000,-88.572
1250.000,15.582,8166890.000,-88.260
1500.000,14.857,7138760.000,-88.323
1600.000,15.066,6600140.000,-88.746
1660.000,15.183,6314520.000,-88.961
2000.000,15.724,5061300.000,-89.585
2400.000,15.801,4196350.000,-89.361
2500.000,15.824,4022460.000,-89.366
3000.000,15.818,3353650.000,-89.518
3200.000,15.840,3139840.000,-89.446
3330.000,15.855,3014740.000,-89.423
4000.000,15.913,2500350.000,-89.404
4800.000,15.803,2098220.000,-89.472
5000.000,15.780,2017200.000,-89.579
6000.000,15.755,1683790.000,-89.551
6400.000,15.737,1580350.000,-89.537
6660.000,15.727,1519620.000,-89.526
8000.000,15.683,1268670.000,-89.472
9600.000,15.745,1052940.000,-89.525
10000.000,15.755,1010160.000,-89.528
12000.000,15.656,847181.000,-89.504
12500.000,15.669,812588.000,-89.501
15000.000,15.722,674882.000,-89.485
16000.000,15.717,632889.000,-89.477
16600.000,15.713,610162.000,-89.471
20000.000,15.698,506938.000,-89.446
24000.000,15.673,423102.000,-89.406
25000.000,15.668,406328.000,-89.398
30000.000,15.668,338596.000,-89.403
32000.000,15.657,317661.000,-89.388
33300.000,15.650,305393.000,-89.379
40000.000,15.618,254750.000,-89.336
48000.000,15.599,212554.000,-89.307
50000.000,15.595,204106.000,-89.300
60000.000,15.581,170241.000,-89.276
64000.000,15.572,159694.000,-89.267
66600.000,15.566,153515.000,-89.261
80000.000,15.540,128015.000,-89.246
96000.000,15.520,106822.000,-89.224
100000.000,15.516,102567.000,-89.209
120000.000,15.498,85573.900,-89.153
125000.000,15.488,82199.900,-89.149
150000.000,15.446,68685.600,-89.152
160000.000,15.431,64457.700,-89.121
166000.000,15.422,62162.100,-89.103
200000.000,15.382,51728.500,-88.998
240000.000,15.375,43128.900,-89.098
250000.000,15.373,41407.100,-89.120
300000.000,15.355,34546.400,-89.101
320000.000,15.332,32436.600,-89.114
333000.000,15.318,31198.100,-89.123
400000.000,15.263,26066.800,-89.196
480000.000,15.295,21674.700,-89.040
500000.000,15.302,20797.600,-89.013
600000.000,15.289,17346.100,-88.980
640000.000,15.288,16262.500,-88.971
666000.000,15.288,15628.000,-88.965
800000.000,15.289,13008.300,-88.931
960000.000,15.311,10824.600,-88.881
1000000.000,15.332,10377.500,-88.901
#,#,#,#
