Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.962,9965520.000,-88.382
1200.000,15.718,8434550.000,-88.631
1250.000,15.580,8170260.000,-88.332
1500.000,14.853,7141320.000,-88.387
1600.000,15.064,6603420.000,-88.829
1660.000,15.177,6317380.000,-89.025
2000.000,15.724,5061060.000,-89.653
2400.000,15.817,4193220.000,-89.425
2500.000,15.827,4022710.000,-89.431
3000.000,15.823,3353270.000,-89.578
3200.000,15.845,3139450.000,-89.511
3330.000,15.860,3013980.000,-89.477
4000.000,15.919,2499510.000,-89.450
4800.000,15.812,2097760.000,-89.531
5000.000,15.789,2016220.000,-89.633
6000.000,15.765,1682750.000,-89.606
6400.000,15.748,1579250.000,-89.589
6660.000,15.738,1518620.000,-89.579
8000.000,15.697,1267680.000,-89.521
9600.000,15.757,1052260.000,-89.570
10000.000,15.770,1009340.000,-89.575
12000.000,15.671,846386.000,-89.548
12500.000,15.685,811829.000,-89.546
15000.000,15.740,674195.000,-89.530
16000.000,15.735,632245.000,-89.520
16600.000,15.732,609524.000,-89.515
20000.000,15.717,506361.000,-89.489
24000.000,15.694,422589.000,-89.449
25000.000,15.689,405824.000,-89.438
30000.000,15.690,338144.000,-89.442
32000.000,15.680,317231.000,-89.426
33300.000,15.673,304975.000,-89.418
40000.000,15.643,254382.000,-89.373
48000.000,15.624,212230.000,-89.342
50000.000,15.621,203792.000,-89.335
60000.000,15.608,169967.000,-89.309
64000.000,15.599,159431.000,-89.299
66600.000,15.593,153261.000,-89.293
80000.000,15.568,127796.000,-89.275
96000.000,15.549,106629.000,-89.253
100000.000,15.545,102386.000,-89.237
120000.000,15.528,85415.800,-89.178
125000.000,15.518,82049.600,-89.175
150000.000,15.477,68557.100,-89.176
160000.000,15.462,64335.500,-89.145
166000.000,15.453,62044.200,-89.126
200000.000,15.414,51625.400,-89.021
240000.000,15.407,43043.300,-89.120
250000.000,15.406,41324.300,-89.142
300000.000,15.388,34476.300,-89.123
320000.000,15.366,32369.800,-89.136
333000.000,15.352,31133.400,-89.145
400000.000,15.299,26010.000,-89.214
480000.000,15.332,21625.900,-89.065
500000.000,15.340,20750.300,-89.039
600000.000,15.329,17303.800,-89.009
640000.000,15.330,16221.900,-89.002
666000.000,15.330,15588.400,-88.997
800000.000,15.336,12971.800,-88.968
960000.000,15.364,10789.900,-88.925
1000000.000,15.388,10342.600,-88.945
#,#,#,#
