Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,18.203,13484.000,-0.087
1200.000,17.369,13484.300,-0.101
1250.000,17.209,13483.900,-0.104
1500.000,16.326,13484.600,-0.119
1600.000,16.391,13484.900,-0.127
1660.000,16.506,13484.600,-0.133
2000.000,16.861,13485.100,-0.164
2400.000,16.764,13483.700,-0.195
2500.000,16.748,13483.400,-0.203
3000.000,16.631,13482.600,-0.242
3200.000,16.633,13482.800,-0.258
3330.000,16.625,13482.700,-0.269
4000.000,16.595,13482.100,-0.322
4800.000,16.392,13482.200,-0.382
5000.000,16.367,13482.400,-0.397
6000.000,16.285,13481.600,-0.474
6400.000,16.250,13481.700,-0.505
6660.000,16.228,13483.700,-0.525
8000.000,16.139,13480.800,-0.626
9600.000,16.165,13479.700,-0.753
10000.000,16.169,13479.900,-0.785
12000.000,16.051,13476.300,-0.935
12500.000,16.064,13477.000,-0.974
15000.000,16.090,13474.900,-1.171
16000.000,16.070,13477.400,-1.248
16600.000,16.067,13477.400,-1.294
20000.000,16.036,13474.300,-1.556
24000.000,15.998,13471.200,-1.862
25000.000,15.992,13470.800,-1.939
30000.000,15.983,13464.000,-2.324
32000.000,15.966,13461.100,-2.476
33300.000,15.958,13460.100,-2.575
40000.000,15.918,13451.900,-3.085
48000.000,15.892,13441.500,-3.693
50000.000,15.886,13438.000,-3.845
60000.000,15.866,13422.600,-4.605
64000.000,15.855,13416.800,-4.907
66600.000,15.848,13411.900,-5.102
80000.000,15.817,13385.100,-6.108
96000.000,15.793,13347.100,-7.304
100000.000,15.789,13336.300,-7.602
120000.000,15.767,13277.900,-9.081
125000.000,15.757,13260.700,-9.445
150000.000,15.711,13176.100,-11.250
160000.000,15.694,13139.400,-11.964
166000.000,15.685,13115.600,-12.389
200000.000,15.642,12966.300,-14.765
240000.000,15.631,12777.700,-17.528
250000.000,15.629,12727.300,-18.207
300000.000,15.609,12446.900,-21.481
320000.000,15.585,12331.300,-22.730
333000.000,15.571,12254.100,-23.528
400000.000,15.514,11838.300,-27.488
480000.000,15.545,11278.400,-31.920
500000.000,15.552,11136.400,-32.962
600000.000,15.538,10449.800,-37.742
640000.000,15.537,10179.100,-39.489
666000.000,15.537,10005.300,-40.577
800000.000,15.540,9150.840,-45.622
960000.000,15.565,8230.330,-50.594
1000000.000,15.588,8016.360,-51.729
#,#,#,#
