Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,15.764,10091200.000,-88.368
1200.000,15.523,8543310.000,-88.644
1250.000,15.378,8275390.000,-88.333
1500.000,14.656,7235960.000,-88.392
1600.000,14.865,6690610.000,-88.822
1660.000,14.980,6399040.000,-89.038
2000.000,15.526,5125520.000,-89.666
2400.000,15.617,4248690.000,-89.431
2500.000,15.631,4072720.000,-89.433
3000.000,15.627,3395130.000,-89.587
3200.000,15.650,3178280.000,-89.515
3330.000,15.664,3051310.000,-89.485
4000.000,15.726,2530440.000,-89.453
4800.000,15.615,2123250.000,-89.531
5000.000,15.594,2041300.000,-89.638
6000.000,15.572,1703690.000,-89.606
6400.000,15.554,1598860.000,-89.590
6660.000,15.543,1537440.000,-89.579
8000.000,15.501,1283340.000,-89.521
9600.000,15.563,1065130.000,-89.566
10000.000,15.576,1021840.000,-89.573
12000.000,15.478,856922.000,-89.545
12500.000,15.491,821925.000,-89.540
15000.000,15.545,682551.000,-89.524
16000.000,15.541,640083.000,-89.515
16600.000,15.537,617076.000,-89.509
20000.000,15.523,512654.000,-89.481
24000.000,15.500,427854.000,-89.438
25000.000,15.494,410877.000,-89.430
30000.000,15.496,342365.000,-89.432
32000.000,15.485,321196.000,-89.416
33300.000,15.479,308792.000,-89.407
40000.000,15.448,257575.000,-89.361
48000.000,15.430,214900.000,-89.329
50000.000,15.426,206357.000,-89.323
60000.000,15.413,172109.000,-89.296
64000.000,15.404,161448.000,-89.286
66600.000,15.398,155198.000,-89.280
80000.000,15.373,129415.000,-89.262
96000.000,15.353,107985.000,-89.240
100000.000,15.350,103686.000,-89.225
120000.000,15.332,86504.000,-89.167
125000.000,15.323,83095.100,-89.162
150000.000,15.281,69433.700,-89.164
160000.000,15.266,65158.900,-89.133
166000.000,15.257,62838.800,-89.114
200000.000,15.219,52287.200,-89.006
240000.000,15.211,43595.800,-89.107
250000.000,15.210,41855.000,-89.130
300000.000,15.193,34919.200,-89.111
320000.000,15.169,32786.500,-89.124
333000.000,15.156,31534.500,-89.133
400000.000,15.103,26347.100,-89.207
480000.000,15.136,21905.500,-89.048
500000.000,15.144,21018.400,-89.021
600000.000,15.133,17528.300,-88.986
640000.000,15.133,16432.600,-88.977
666000.000,15.132,15791.300,-88.969
800000.000,15.137,13142.300,-88.930
960000.000,15.162,10934.200,-88.874
1000000.000,15.184,10481.600,-88.890
#,#,#,#
