Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,16.409,9693880.000,-88.365
1200.000,16.167,8200500.000,-88.624
1250.000,16.025,7940260.000,-88.342
1500.000,15.301,6932860.000,-88.396
1600.000,15.510,6411970.000,-88.809
1660.000,15.624,6134540.000,-89.014
2000.000,16.171,4921410.000,-89.621
2400.000,16.266,4080140.000,-89.400
2500.000,16.273,3912590.000,-89.409
3000.000,16.268,3261450.000,-89.555
3200.000,16.288,3053330.000,-89.488
3330.000,16.303,2931710.000,-89.463
4000.000,16.365,2431530.000,-89.432
4800.000,16.251,2040210.000,-89.519
5000.000,16.231,1961330.000,-89.612
6000.000,16.205,1636920.000,-89.585
6400.000,16.189,1536210.000,-89.571
6660.000,16.178,1477120.000,-89.560
8000.000,16.137,1233000.000,-89.503
9600.000,16.198,1023680.000,-89.550
10000.000,16.208,981953.000,-89.558
12000.000,16.109,823339.000,-89.533
12500.000,16.123,789730.000,-89.529
15000.000,16.176,655950.000,-89.513
16000.000,16.171,615136.000,-89.505
16600.000,16.168,593035.000,-89.500
20000.000,16.152,492684.000,-89.475
24000.000,16.128,411175.000,-89.433
25000.000,16.123,394863.000,-89.426
30000.000,16.124,329024.000,-89.428
32000.000,16.113,308682.000,-89.414
33300.000,16.106,296759.000,-89.405
40000.000,16.074,247529.000,-89.361
48000.000,16.056,206515.000,-89.331
50000.000,16.051,198307.000,-89.324
60000.000,16.037,165399.000,-89.298
64000.000,16.028,155148.000,-89.288
66600.000,16.023,149144.000,-89.283
80000.000,15.997,124365.000,-89.266
96000.000,15.976,103769.000,-89.243
100000.000,15.973,99638.500,-89.229
120000.000,15.955,83127.200,-89.171
125000.000,15.945,79851.100,-89.168
150000.000,15.903,66719.300,-89.169
160000.000,15.887,62610.200,-89.139
166000.000,15.878,60380.100,-89.121
200000.000,15.838,50241.700,-89.013
240000.000,15.830,41889.400,-89.114
250000.000,15.829,40215.500,-89.136
300000.000,15.811,33552.200,-89.117
320000.000,15.788,31501.500,-89.129
333000.000,15.774,30297.700,-89.138
400000.000,15.719,25312.000,-89.208
480000.000,15.754,21045.800,-89.060
500000.000,15.761,20194.000,-89.034
600000.000,15.751,16839.400,-89.004
640000.000,15.752,15786.300,-88.997
666000.000,15.752,15169.600,-88.992
800000.000,15.759,12623.000,-88.963
960000.000,15.789,10499.100,-88.919
1000000.000,15.813,10063.700,-88.939
#,#,#,#
