Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,16.882,9422960.000,-88.385
1200.000,16.640,7968370.000,-88.616
1250.000,16.497,7716640.000,-88.329
1500.000,15.773,6726110.000,-88.400
1600.000,15.981,6223660.000,-88.797
1660.000,16.094,5956540.000,-88.998
2000.000,16.637,4782880.000,-89.604
2400.000,16.721,3963490.000,-89.398
2500.000,16.737,3803370.000,-89.391
3000.000,16.732,3170750.000,-89.533
3200.000,16.754,2968740.000,-89.474
3330.000,16.769,2850500.000,-89.445
4000.000,16.826,2364580.000,-89.429
4800.000,16.714,1983980.000,-89.496
5000.000,16.693,1906880.000,-89.597
6000.000,16.668,1591430.000,-89.572
6400.000,16.650,1493550.000,-89.558
6660.000,16.640,1436170.000,-89.548
8000.000,16.597,1198750.000,-89.498
9600.000,16.659,995201.000,-89.542
10000.000,16.668,954822.000,-89.550
12000.000,16.569,800483.000,-89.525
12500.000,16.582,767825.000,-89.522
15000.000,16.635,637826.000,-89.508
16000.000,16.630,598153.000,-89.499
16600.000,16.627,576651.000,-89.495
20000.000,16.611,479073.000,-89.471
24000.000,16.586,399820.000,-89.431
25000.000,16.581,383950.000,-89.424
30000.000,16.581,319949.000,-89.426
32000.000,16.570,300154.000,-89.412
33300.000,16.563,288561.000,-89.404
40000.000,16.531,240692.000,-89.362
48000.000,16.512,200806.000,-89.333
50000.000,16.507,192826.000,-89.326
60000.000,16.493,160827.000,-89.301
64000.000,16.484,150856.000,-89.291
66600.000,16.478,145019.000,-89.286
80000.000,16.451,120929.000,-89.270
96000.000,16.430,100902.000,-89.247
100000.000,16.427,96885.400,-89.233
120000.000,16.408,80829.500,-89.179
125000.000,16.398,77644.500,-89.174
150000.000,16.355,64871.500,-89.175
160000.000,16.340,60874.500,-89.146
166000.000,16.331,58705.500,-89.128
200000.000,16.290,48845.700,-89.023
240000.000,16.282,40725.300,-89.120
250000.000,16.281,39099.700,-89.140
300000.000,16.262,32620.100,-89.124
320000.000,16.239,30625.600,-89.136
333000.000,16.225,29454.700,-89.147
400000.000,16.171,24603.500,-89.208
480000.000,16.204,20459.600,-89.067
500000.000,16.212,19631.900,-89.042
600000.000,16.202,16370.000,-89.014
640000.000,16.203,15346.300,-89.006
666000.000,16.203,14746.600,-89.000
800000.000,16.210,12270.800,-88.971
960000.000,16.241,10206.100,-88.929
1000000.000,16.266,9783.020,-88.948
#,#,#,#
