Frequency (Hz),Capacitance (F),Impedance (O),Phase Angle (D)
1000.000,16.231,184202.000,-1.077
1200.000,15.959,184191.000,-1.272
1250.000,15.815,184156.000,-1.312
1500.000,15.084,184111.000,-1.502
1600.000,15.284,184129.000,-1.624
1660.000,15.402,184145.000,-1.698
2000.000,15.949,184143.000,-2.116
2400.000,16.014,184049.000,-2.550
2500.000,16.036,184020.000,-2.657
3000.000,16.017,183954.000,-3.183
3200.000,16.038,183861.000,-3.399
3330.000,16.051,183844.000,-3.539
4000.000,16.100,183634.000,-4.261
4800.000,15.970,183401.000,-5.069
5000.000,15.948,183370.000,-5.271
6000.000,15.920,183001.000,-6.305
6400.000,15.900,182810.000,-6.712
6660.000,15.888,182718.000,-6.977
8000.000,15.833,182037.000,-8.329
9600.000,15.886,181166.000,-9.994
10000.000,15.894,180921.000,-10.408
12000.000,15.788,179606.000,-12.345
12500.000,15.801,179267.000,-12.853
15000.000,15.848,177195.000,-15.345
16000.000,15.840,176302.000,-16.303
16600.000,15.836,175756.000,-16.874
20000.000,15.815,172411.000,-20.036
24000.000,15.785,167997.000,-23.569
25000.000,15.779,166833.000,-24.423
30000.000,15.775,160766.000,-28.553
32000.000,15.761,158270.000,-30.100
33300.000,15.754,156605.000,-31.074
40000.000,15.718,148044.000,-35.786
48000.000,15.695,137915.000,-40.750
50000.000,15.690,135448.000,-41.880
60000.000,15.672,123754.000,-46.978
64000.000,15.661,119420.000,-48.764
66600.000,15.654,116706.000,-49.857
80000.000,15.624,104020.000,-54.772
96000.000,15.601,91459.000,-59.372
100000.000,15.596,88689.300,-60.341
120000.000,15.575,76813.300,-64.417
125000.000,15.565,74306.700,-65.269
150000.000,15.520,63750.500,-68.811
160000.000,15.503,60272.700,-69.930
166000.000,15.494,58352.400,-70.543
200000.000,15.451,49350.500,-73.364
240000.000,15.440,41665.200,-75.933
250000.000,15.439,40093.100,-76.456
300000.000,15.418,33717.000,-78.464
320000.000,15.394,31729.000,-79.103
333000.000,15.380,30556.700,-79.483
400000.000,15.322,25657.100,-81.094
480000.000,15.355,21400.800,-82.279
500000.000,15.362,20546.700,-82.520
600000.000,15.349,17174.300,-83.544
640000.000,15.348,16111.600,-83.867
666000.000,15.348,15488.200,-84.053
800000.000,15.352,12907.500,-84.826
960000.000,15.378,10748.000,-85.451
1000000.000,15.401,10304.700,-85.608
#,#,#,#
